,source,target
502,37,322
503,37,19
504,37,461
505,37,462
506,37,463
507,37,464
508,37,34
509,37,30
510,37,24
511,37,431
512,37,465
513,37,466
514,37,467
515,37,468
516,37,469
517,37,470
518,38,471
519,38,59
520,38,50
521,38,42
522,38,472
523,38,473
524,38,474
525,38,475
526,38,476
527,38,477
528,38,322
529,38,299
530,38,478
531,38,479
532,38,480
533,38,35
534,38,481
535,38,8
536,38,482
537,38,483
538,38,484
539,38,485
540,38,48
541,38,101
542,38,486
543,38,487
544,38,488
545,38,438
546,38,489
547,38,490
548,38,337
549,38,491
550,38,492
551,39,352
552,39,27
553,39,349
554,39,493
555,39,41
556,39,494
557,39,495
558,39,19
559,39,496
560,39,497
561,39,425
562,39,498
563,39,499
564,39,500
565,39,501
566,39,502
567,40,503
568,40,476
569,40,504
570,40,505
571,40,19
572,40,506
573,40,38
574,41,350
575,41,507
576,42,508
577,42,509
578,42,510
579,42,511
580,42,512
581,42,513
582,42,514
583,42,515
584,42,516
585,42,517
586,42,518
587,42,519
588,42,520
589,42,521
590,42,522
591,42,523
592,42,524
593,42,525
594,42,526
595,43,527
596,43,56
597,43,101
598,43,528
599,43,529
600,43,70
601,43,530
602,44,531
603,44,322
604,44,532
605,44,533
606,44,534
607,44,535
608,44,536
609,44,537
610,44,538
611,44,539
612,44,540
613,45,541
614,45,3
615,45,542
616,45,132
617,45,94
618,45,543
619,45,544
620,45,8
621,45,545
622,45,23
623,46,546
624,46,547
625,47,548
626,48,549
627,48,298
628,49,550
629,49,460
630,49,551
631,49,552
632,49,553
633,49,554
634,49,555
635,49,556
636,50,557
637,50,558
638,50,559
639,50,560
640,50,561
641,50,562
642,50,563
643,50,299
644,50,564
645,50,565
646,50,566
647,50,567
648,50,568
649,50,38
650,51,569
651,51,570
652,51,66
653,51,571
654,52,572
655,52,573
656,52,574
657,52,477
658,52,575
659,52,576
660,52,577
661,53,2
662,53,75
663,53,578
664,53,579
665,53,306
666,53,64
667,53,544
668,53,580
669,53,55
670,53,309
671,53,310
672,53,581
673,53,319
674,53,582
675,54,104
676,54,10
677,54,583
678,54,584
679,54,585
680,54,586
681,54,587
682,54,588
683,54,589
684,55,69
685,55,306
686,55,308
687,55,313
688,55,53
689,55,309
690,55,310
691,55,311
692,55,312
693,55,590
694,55,22
695,55,314
696,56,101
697,56,43
698,56,137
699,56,591
700,56,20
701,57,592
702,57,593
703,57,594
704,57,595
705,57,596
706,57,597
707,57,598
708,57,599
709,57,600
710,58,601
711,58,602
712,58,226
713,58,61
714,58,603
715,58,604
716,58,230
717,58,605
718,58,606
719,58,607
720,58,608
721,59,609
722,59,509
723,59,610
724,59,611
725,59,540
726,59,42
727,59,612
728,59,613
729,59,614
730,59,615
731,59,616
732,59,617
733,59,477
734,59,322
735,59,618
736,59,619
737,59,620
738,59,621
739,59,622
740,59,623
741,59,624
742,59,534
743,59,625
744,59,101
745,59,626
746,59,627
747,59,628
748,59,629
749,59,630
750,59,631
751,59,632
752,59,429
753,59,633
754,59,26
755,59,634
756,59,635
757,60,636
758,60,608
759,60,237
760,60,637
761,60,638
762,60,639
763,61,3
764,61,640
765,61,641
766,61,642
767,61,58
768,61,643
769,61,8
770,61,2
771,62,644
772,62,2
773,62,645
774,62,143
775,62,646
776,62,647
777,62,648
778,62,649
779,62,650
780,62,651
781,62,652
782,62,653
783,62,654
784,62,655
785,62,656
786,62,657
787,62,8
788,62,658
789,62,659
790,62,660
791,62,661
792,62,662
793,62,663
794,63,664
795,63,301
796,63,665
797,63,666
798,63,667
799,63,668
800,64,85
801,64,574
802,64,669
803,64,670
804,64,316
805,64,671
806,64,318
807,65,77
808,65,2
809,65,672
810,65,305
811,65,94
812,65,673
813,65,674
814,65,675
815,65,51
816,66,676
817,66,677
818,67,678
819,67,64
820,67,679
821,67,320
822,67,680
823,67,18
824,67,681
825,68,682
826,68,683
827,68,684
828,68,685
829,68,686
830,68,687
831,68,688
832,68,689
833,68,690
834,68,308
835,68,691
836,68,692
837,68,693
838,68,694
839,68,695
840,68,696
841,68,697
842,68,698
843,68,699
844,68,700
845,68,701
846,68,702
847,68,703
848,68,704
849,68,705
850,68,706
851,68,707
852,68,708
853,68,709
854,68,710
855,68,711
856,68,712
857,68,713
858,68,714
859,68,715
860,68,716
861,68,717
862,69,186
863,69,718
864,69,719
865,69,720
866,69,71
867,69,721
868,69,722
869,69,723
870,69,68
871,69,139
872,69,724
873,69,64
874,69,725
875,69,726
876,69,727
877,69,320
878,69,728
879,69,545
880,69,87
881,69,86
882,69,729
883,69,730
884,69,731
885,69,732
886,70,2
887,70,733
888,70,64
889,71,186
890,71,3
891,71,2
892,71,721
893,71,305
894,71,69
895,71,68
896,71,725
897,71,734
898,71,301
899,71,312
900,71,735
901,71,736
902,71,87
903,71,86
904,71,737
905,72,85
906,72,77
907,72,2
908,72,738
909,72,739
910,72,740
911,72,69
912,72,741
913,72,68
914,72,742
915,72,743
916,72,222
917,72,744
918,72,10
919,72,62
920,72,61
921,72,60
922,72,58
923,72,745
924,72,746
925,72,638
926,72,747
927,72,748
928,72,749
929,72,750
930,72,54
931,72,751
932,72,752
933,72,203
934,73,739
935,73,753
936,73,754
937,73,755
938,73,756
939,74,757
940,74,758
941,74,759
942,74,760
943,74,761
944,74,762
945,74,763
946,74,764
947,74,765
948,74,766
949,74,767
950,74,768
951,74,769
952,75,770
953,75,771
954,75,64
955,76,772
956,76,773
957,76,774
958,76,319
959,76,775
960,77,87
961,77,718
962,78,776
963,79,320
964,79,64
965,79,67
966,79,278
967,79,718
968,79,69
969,79,777
970,79,778
971,79,779
972,79,780
973,79,740
974,79,781
975,79,782
976,79,783
977,79,784
978,79,785
979,79,786
980,80,1
981,80,95
982,80,82
983,80,787
984,81,788
985,81,789
986,81,790
987,81,82
988,81,791
989,81,792
990,81,793
991,81,794
992,81,795
993,81,796
994,81,797
995,81,798
996,81,799
997,81,800
998,81,801
999,82,802
1000,82,803
1001,82,1
1002,82,804
1003,82,805
1004,82,806
1005,82,81
1006,82,95
1007,82,807
1008,82,128
1009,82,808
1010,82,800
1011,82,809
1012,83,85
1013,83,1
1014,83,810
1015,83,811
1016,83,143
1017,83,812
1018,83,0
1019,83,813
1020,83,814
1021,83,98
1022,83,87
1023,83,95
1024,83,815
1025,84,98
1026,85,816
1027,85,817
1028,85,818
1029,85,819
1030,86,185
1031,86,820
1032,86,718
1033,86,821
1034,86,822
1035,86,823
1036,86,824
1037,86,83
1038,86,825
1039,86,87
1040,86,826
1041,86,827
1042,86,828
1043,87,77
1044,87,822
1045,87,829
1046,87,830
1047,87,823
1048,87,831
1049,87,832
1050,87,833
1051,87,834
1052,87,835
1053,87,836
1054,87,837
1055,87,838
1056,87,839
1057,87,840
1058,87,841
1059,87,86
1060,87,842
1061,87,843
1062,87,844
1063,87,845
1064,87,846
1065,87,847
1066,87,848
1067,87,849
1068,87,850
1069,87,851
1070,87,852
1071,87,853
1072,87,854
1073,88,855
1074,88,856
1075,88,857
1076,88,858
1077,88,859
1078,88,860
1079,88,861
1080,88,862
1081,88,863
1082,88,864
1083,88,865
1084,88,866
1085,88,867
1086,88,868
1087,88,869
1088,88,870
1089,88,871
1090,88,872
1091,88,873
1092,88,874
1093,88,875
1094,88,876
1095,88,877
1096,88,878
1097,88,879
1098,88,880
1099,88,881
1100,88,882
1101,88,883
1102,88,884
1103,88,885
1104,89,886
1105,89,887
1106,89,888
1107,89,889
1108,89,638
1109,89,890
1110,89,891
1111,89,892
1112,89,6
1113,89,192
1114,90,185
1115,90,893
1116,90,820
1117,90,822
1118,90,894
1119,90,184
1120,90,895
1121,90,896
1122,90,823
1123,90,897
1124,90,898
1125,90,193
1126,90,744
1127,90,899
1128,90,82
1129,90,900
1130,90,6
1131,90,87
1132,90,901
1133,90,86
1134,90,902
1135,90,95
1136,90,903
1137,90,904
1138,90,905
1139,91,802
1140,91,906
1141,91,719
1142,91,907
1143,91,69
1144,91,908
1145,91,0
1146,91,909
1147,91,6
1148,91,910
1149,91,95
1150,92,911
1151,92,912
1152,92,913
1153,92,914
1154,92,915
1155,92,916
1156,92,917
1157,92,918
1158,93,919
1159,93,719
1160,93,69
1161,93,920
1162,93,921
1163,93,922
1164,94,77
1165,94,923
1166,94,924
1167,94,740
1168,94,672
1169,94,528
1170,94,742
1171,94,925
1172,94,694
1173,94,926
1174,94,927
1175,94,928
1176,94,929
1177,94,930
1178,94,931
1179,94,932
1180,94,933
1181,94,934
1182,94,935
1183,94,936
1184,94,937
1185,94,938
1186,94,939
1187,95,940
1188,95,1
1189,96,941
1190,96,942
1191,97,943
1192,97,944
1193,97,945
1194,97,946
1195,97,947
1196,97,948
1197,97,0
1198,97,949
1199,97,87
1200,98,950
1201,98,951
1202,98,952
1203,98,124
1204,98,123
1205,98,122
1206,98,121
1207,98,64
1208,98,120
1209,98,119
1210,98,118
1211,98,117
1212,98,116
1213,98,115
1214,98,953
1215,98,954
1216,98,114
1217,98,113
1218,98,112
1219,98,111
1220,98,110
1221,98,109
1222,98,108
1223,98,955
1224,98,107
1225,98,106
1226,98,956
1227,98,957
1228,98,958
1229,98,105
1230,99,959
1231,99,960
1232,99,961
1233,99,962
1234,99,963
1235,100,964
1236,100,965
1237,100,966
1238,100,548
1239,100,967
1240,101,471
1241,101,963
1242,101,823
1243,101,968
1244,101,969
1245,101,619
1246,101,970
1247,101,971
1248,101,972
1249,101,973
1250,101,974
1251,102,975
1252,103,976
1253,103,977
1254,103,978
1255,103,979
1256,103,980
1257,103,981
1258,103,982
1259,103,983
1260,103,984
1261,103,985
1262,104,986
1263,104,987
1264,104,988
1265,104,54
1266,104,989
1267,105,75
1268,105,990
1269,105,991
1270,105,992
1271,105,993
1272,105,994
1273,105,995
1274,105,996
1275,105,997
1276,105,998
1277,106,999
1278,106,121
1279,106,1000
1280,106,1001
1281,106,1002
1282,106,1003
1283,106,1004
1284,106,1005
1285,107,1006
1286,107,1007
1287,107,1008
1288,107,1009
1289,107,1010
1290,107,1011
1291,107,1012
1292,107,1013
1293,107,1014
1294,107,1015
1295,107,1016
1296,108,1017
1297,108,1018
1298,108,1019
1299,108,98
1300,109,1020
1301,109,1021
1302,109,1022
1303,109,1023
1304,109,1024
1305,110,1025
1306,110,115
1307,110,1026
1308,110,1027
1309,110,98
1310,110,1028
1311,110,1029
1312,110,1030
1313,111,810
1314,111,1031
1315,111,1032
1316,111,1033
1317,111,947
1318,111,1034
1319,111,958
1320,111,1035
1321,111,1036
1322,111,1037
1323,111,88
1324,112,121
1325,112,1038
1326,112,1039
1327,112,1040
1328,112,1041
1329,112,679
1330,112,1042
1331,112,1043
1332,112,1044
1333,112,1045
1334,112,1046
1335,112,1047
1336,112,1048
1337,112,1049
1338,112,1050
1339,112,1051
1340,112,1052
1341,112,1053
1342,112,1054
1343,112,1055
1344,113,1056
1345,113,117
1346,113,1057
1347,113,1058
1348,113,98
1349,113,1059
1350,114,1060
1351,114,124
1352,114,119
1353,114,1061
1354,114,1062
1355,114,1063
1356,114,1064
1357,114,1065
1358,114,1066
1359,114,1067
1360,114,1068
1361,114,1069
1362,115,1070
1363,115,1071
1364,115,1072
1365,115,444
1366,115,1073
1367,115,477
1368,115,1074
1369,115,1075
1370,115,116
1371,115,1076
1372,115,425
1373,115,1077
1374,115,710
1375,115,1078
1376,115,1079
1377,115,1080
1378,115,1081
1379,115,1082
1380,115,1083
1381,115,1084
1382,115,1085
1383,115,1086
1384,115,1087
1385,115,1088
1386,116,1089
1387,116,85
1388,116,692
1389,116,1090
1390,116,1091
1391,116,1092
1392,116,1093
1393,116,1094
1394,116,1095
1395,116,1096
1396,116,1097
1397,116,1098
1398,116,1099
1399,116,1100
1400,117,1057
1401,117,1101
1402,117,1058
1403,117,1102
1404,118,1103
1405,118,1104
1406,118,1105
1407,118,1106
1408,118,1107
1409,118,1108
1410,118,1109
1411,118,1110
1412,118,1058
1413,118,1111
1414,118,1112
1415,118,1113
1416,118,1114
1417,118,1115
1418,118,1116
1419,118,1117
1420,118,1118
1421,118,1119
1422,119,1120
1423,119,1121
1424,119,1122
1425,119,1123
1426,119,1124
1427,119,1125
1428,119,105
1429,119,1126
1430,119,1127
1431,119,1128
1432,119,1129
1433,119,1130
1434,119,1131
1435,119,1132
1436,119,1133
1437,119,1134
1438,119,1135
1439,120,1136
1440,120,1137
1441,120,1138
1442,120,98
1443,120,1139
1444,121,1140
1445,121,1141
1446,121,98
1447,121,444
1448,121,1142
1449,121,1143
1450,121,1144
1451,122,1145
1452,122,1146
1453,122,1147
1454,123,1148
1455,123,1149
1456,123,1150
1457,123,1151
1458,123,1152
1459,123,857
1460,123,1153
1461,123,122
1462,123,1154
1463,123,1155
1464,123,1156
1465,123,1157
1466,123,1158
1467,123,1159
1468,123,98
1469,123,111
1470,123,1160
1471,123,1161
1472,123,1162
1473,123,1163
1474,123,1147
1475,123,1164
1476,124,1165
1477,124,1091
1478,124,115
